2025-11-27 23:49:44,659 | INFO | 📦 Loaded cog: general
2025-11-28 00:10:20,456 | INFO |   - usr: global
2025-11-28 00:10:20,456 | INFO |   - User Info: global
2025-11-28 00:10:20,456 | INFO | 🔁 Slash commands synced.
2025-11-28 00:11:14,133 | INFO | 📦 Loaded cog: general
2025-11-28 00:11:14,148 | INFO | 📦 Loaded cog: client
2025-11-28 00:11:14,200 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:11:14,326 | INFO | 📦 Loaded cog: owner
2025-11-28 00:11:14,329 | INFO | 📦 Loaded cog: admin
2025-11-28 00:11:14,353 | INFO | 📦 Loaded cog: utility
2025-11-28 00:11:16,363 | INFO | DiscordHandler attached
2025-11-28 00:11:16,365 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:11:19,328 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:11:20,157 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:11:20,164 | INFO |   - ping: global
2025-11-28 00:11:20,170 | INFO |   - say: global
2025-11-28 00:11:20,171 | INFO |   - uptime: global
2025-11-28 00:11:20,190 | INFO |   - rtclock: global
2025-11-28 00:11:20,197 | INFO |   - usr: global
2025-11-28 00:11:20,198 | INFO |   - User Info: global
2025-11-28 00:11:20,198 | INFO | 🔁 Slash commands synced.
2025-11-28 00:13:15,467 | INFO | 📦 Loaded cog: general
2025-11-28 00:13:15,469 | INFO | 📦 Loaded cog: client
2025-11-28 00:13:15,479 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:13:15,560 | INFO | 📦 Loaded cog: owner
2025-11-28 00:13:15,564 | INFO | 📦 Loaded cog: admin
2025-11-28 00:13:15,569 | INFO | 📦 Loaded cog: utility
2025-11-28 00:13:16,860 | INFO | DiscordHandler attached
2025-11-28 00:13:16,860 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:13:19,943 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:13:20,574 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:13:20,575 | INFO |   - ping: global
2025-11-28 00:13:20,576 | INFO |   - say: global
2025-11-28 00:13:20,576 | INFO |   - uptime: global
2025-11-28 00:13:20,577 | INFO |   - rtclock: global
2025-11-28 00:13:20,577 | INFO |   - usr: global
2025-11-28 00:13:20,577 | INFO |   - User Info: global
2025-11-28 00:13:20,577 | INFO | 🔁 Slash commands synced.
2025-11-28 00:16:18,413 | INFO | 📦 Loaded cog: general
2025-11-28 00:16:18,431 | INFO | 📦 Loaded cog: client
2025-11-28 00:16:18,545 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:16:18,630 | INFO | 📦 Loaded cog: owner
2025-11-28 00:16:18,633 | INFO | 📦 Loaded cog: admin
2025-11-28 00:16:18,645 | INFO | 📦 Loaded cog: utility
2025-11-28 00:16:19,978 | INFO | DiscordHandler attached
2025-11-28 00:16:19,978 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:16:23,059 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:16:23,870 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:16:23,871 | INFO |   - ping: global
2025-11-28 00:16:23,872 | INFO |   - say: global
2025-11-28 00:16:23,873 | INFO |   - uptime: global
2025-11-28 00:16:23,874 | INFO |   - rtclock: global
2025-11-28 00:16:23,875 | INFO |   - usr: global
2025-11-28 00:16:23,876 | INFO |   - User Info: global
2025-11-28 00:16:23,878 | INFO | 🔁 Slash commands synced.
2025-11-28 00:20:23,940 | INFO | 📦 Loaded cog: general
2025-11-28 00:20:23,948 | INFO | 📦 Loaded cog: client
2025-11-28 00:20:23,997 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:20:24,132 | INFO | 📦 Loaded cog: owner
2025-11-28 00:20:24,140 | INFO | 📦 Loaded cog: admin
2025-11-28 00:20:24,159 | INFO | 📦 Loaded cog: utility
2025-11-28 00:20:55,347 | INFO | 📦 Loaded cog: general
2025-11-28 00:20:55,349 | INFO | 📦 Loaded cog: client
2025-11-28 00:20:55,354 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:20:55,410 | INFO | 📦 Loaded cog: owner
2025-11-28 00:20:55,413 | INFO | 📦 Loaded cog: admin
2025-11-28 00:20:55,431 | INFO | 📦 Loaded cog: utility
2025-11-28 00:20:57,289 | INFO | DiscordHandler attached
2025-11-28 00:20:57,290 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:21:00,312 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:21:00,837 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:21:00,838 | INFO |   - ping: global
2025-11-28 00:21:00,839 | INFO |   - say: global
2025-11-28 00:21:00,840 | INFO |   - uptime: global
2025-11-28 00:21:00,841 | INFO |   - rtclock: global
2025-11-28 00:21:00,841 | INFO |   - usr: global
2025-11-28 00:21:00,842 | INFO |   - User Info: global
2025-11-28 00:21:00,842 | INFO | 🔁 Slash commands synced.
2025-11-28 00:25:25,170 | INFO | 📦 Loaded cog: general
2025-11-28 00:25:25,202 | INFO | 📦 Loaded cog: client
2025-11-28 00:25:25,246 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:25:25,364 | INFO | 📦 Loaded cog: owner
2025-11-28 00:25:25,367 | INFO | 📦 Loaded cog: admin
2025-11-28 00:25:25,382 | INFO | 📦 Loaded cog: utility
2025-11-28 00:25:26,698 | INFO | DiscordHandler attached
2025-11-28 00:25:26,698 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:25:31,452 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:25:32,080 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:25:32,082 | INFO |   - ping: global
2025-11-28 00:25:32,082 | INFO |   - say: global
2025-11-28 00:25:32,083 | INFO |   - uptime: global
2025-11-28 00:25:32,083 | INFO |   - rtclock: global
2025-11-28 00:25:32,084 | INFO |   - usr: global
2025-11-28 00:25:32,085 | INFO |   - User Info: global
2025-11-28 00:25:32,086 | INFO | 🔁 Slash commands synced.
2025-11-28 00:26:08,389 | INFO | 📦 Loaded cog: general
2025-11-28 00:26:08,392 | INFO | 📦 Loaded cog: client
2025-11-28 00:26:08,400 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:26:08,462 | INFO | 📦 Loaded cog: owner
2025-11-28 00:26:08,467 | INFO | 📦 Loaded cog: admin
2025-11-28 00:26:08,474 | INFO | 📦 Loaded cog: utility
2025-11-28 00:26:09,773 | INFO | DiscordHandler attached
2025-11-28 00:26:09,774 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:26:12,623 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:26:13,144 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:26:13,144 | INFO |   - ping: global
2025-11-28 00:26:13,146 | INFO |   - say: global
2025-11-28 00:26:13,147 | INFO |   - uptime: global
2025-11-28 00:26:13,148 | INFO |   - rtclock: global
2025-11-28 00:26:13,149 | INFO |   - usr: global
2025-11-28 00:26:13,150 | INFO |   - User Info: global
2025-11-28 00:26:13,151 | INFO | 🔁 Slash commands synced.
2025-11-28 00:28:05,067 | INFO | 📦 Loaded cog: general
2025-11-28 00:28:05,070 | INFO | 📦 Loaded cog: client
2025-11-28 00:28:05,076 | INFO | 📦 Loaded cog: moderation
2025-11-28 00:28:05,120 | INFO | 📦 Loaded cog: owner
2025-11-28 00:28:05,135 | INFO | 📦 Loaded cog: admin
2025-11-28 00:28:05,147 | INFO | 📦 Loaded cog: utility
2025-11-28 00:28:06,569 | INFO | DiscordHandler attached
2025-11-28 00:28:06,570 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-11-28 00:28:09,520 | INFO | ✅ Logged in as Entrophy#6059 (ID: 1320377919817781248)
2025-11-28 00:28:10,334 | INFO | 🔁 Synced 6 slash commands
2025-11-28 00:28:10,335 | INFO |   - ping: global
2025-11-28 00:28:10,335 | INFO |   - say: global
2025-11-28 00:28:10,336 | INFO |   - uptime: global
2025-11-28 00:28:10,336 | INFO |   - rtclock: global
2025-11-28 00:28:10,337 | INFO |   - usr: global
2025-11-28 00:28:10,337 | INFO |   - User Info: global
2025-11-28 00:28:10,338 | INFO | 🔁 Slash commands synced.
2025-12-26 13:30:10,448 | INFO | 📦 Loaded cog: general
2025-12-26 13:30:10,453 | INFO | 📦 Loaded cog: client
2025-12-26 13:30:10,463 | INFO | 📦 Loaded cog: moderation
2025-12-26 13:30:10,504 | INFO | 📦 Loaded cog: owner
2025-12-26 13:30:10,507 | INFO | 📦 Loaded cog: admin
2025-12-26 13:30:10,515 | INFO | 📦 Loaded cog: utility
2025-12-26 13:30:11,823 | INFO | 📦 Loaded cog: ai
2025-12-26 13:30:14,354 | INFO | DiscordHandler attached
2025-12-26 13:30:14,355 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-12-26 13:30:17,486 | INFO | ✅ Logged in as Fumi#6059 (ID: 1320377919817781248)
2025-12-26 13:30:18,044 | INFO | 🔁 Synced 11 slash commands
2025-12-26 13:30:18,044 | INFO |   - ping: global
2025-12-26 13:30:18,045 | INFO |   - say: global
2025-12-26 13:30:18,045 | INFO |   - uptime: global
2025-12-26 13:30:18,045 | INFO |   - rtclock: global
2025-12-26 13:30:18,046 | INFO |   - usr: global
2025-12-26 13:30:18,046 | INFO |   - dashboard: global
2025-12-26 13:30:18,046 | INFO |   - setup: global
2025-12-26 13:30:18,047 | INFO |   - list_channels: global
2025-12-26 13:30:18,047 | INFO |   - remove_channel: global
2025-12-26 13:30:18,047 | INFO |   - ask: global
2025-12-26 13:30:18,047 | INFO |   - User Info: global
2025-12-26 13:30:18,048 | INFO | 🔁 Slash commands synced.
2025-12-26 14:06:30,034 | INFO | 📦 Loaded cog: general
2025-12-26 14:06:30,053 | INFO | 📦 Loaded cog: client
2025-12-26 14:06:30,066 | INFO | 📦 Loaded cog: moderation
2025-12-26 14:06:30,115 | INFO | 📦 Loaded cog: owner
2025-12-26 14:06:30,121 | INFO | 📦 Loaded cog: admin
2025-12-26 14:06:30,134 | INFO | 📦 Loaded cog: utility
2025-12-26 14:06:31,295 | INFO | 📦 Loaded cog: ai
2025-12-26 14:06:32,308 | INFO | DiscordHandler attached
2025-12-26 14:06:32,308 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-12-26 14:06:35,242 | INFO | ✅ Logged in as Fumi#6059 (ID: 1320377919817781248)
2025-12-26 14:06:36,266 | INFO | 🔁 Synced 11 slash commands
2025-12-26 14:06:36,266 | INFO |   - ping: global
2025-12-26 14:06:36,267 | INFO |   - say: global
2025-12-26 14:06:36,268 | INFO |   - uptime: global
2025-12-26 14:06:36,269 | INFO |   - rtclock: global
2025-12-26 14:06:36,270 | INFO |   - usr: global
2025-12-26 14:06:36,270 | INFO |   - dashboard: global
2025-12-26 14:06:36,271 | INFO |   - setup: global
2025-12-26 14:06:36,272 | INFO |   - list_channels: global
2025-12-26 14:06:36,272 | INFO |   - remove_channel: global
2025-12-26 14:06:36,273 | INFO |   - ask: global
2025-12-26 14:06:36,273 | INFO |   - User Info: global
2025-12-26 14:06:36,274 | INFO | 🔁 Slash commands synced.
2025-12-27 06:51:50,485 | INFO | 📦 Loaded cog: general
2025-12-27 06:51:50,498 | INFO | 📦 Loaded cog: client
2025-12-27 06:51:50,511 | INFO | 📦 Loaded cog: moderation
2025-12-27 06:51:50,723 | INFO | 📦 Loaded cog: owner
2025-12-27 06:51:50,730 | INFO | 📦 Loaded cog: admin
2025-12-27 06:51:50,741 | INFO | 📦 Loaded cog: utility
2025-12-27 06:51:56,070 | INFO | 📦 Loaded cog: ai
2025-12-27 06:51:57,375 | INFO | DiscordHandler attached
2025-12-27 06:51:57,375 | INFO | Dashboard scheduled on 0.0.0.0:8080
2025-12-27 06:52:00,391 | INFO | ✅ Logged in as Fumi#6059 (ID: 1320377919817781248)
2025-12-27 06:52:00,987 | INFO | 🔁 Synced 11 slash commands
2025-12-27 06:52:00,987 | INFO |   - ping: global
2025-12-27 06:52:00,989 | INFO |   - say: global
2025-12-27 06:52:00,991 | INFO |   - uptime: global
2025-12-27 06:52:00,992 | INFO |   - rtclock: global
2025-12-27 06:52:00,993 | INFO |   - usr: global
2025-12-27 06:52:00,994 | INFO |   - dashboard: global
2025-12-27 06:52:00,996 | INFO |   - setup: global
2025-12-27 06:52:00,997 | INFO |   - list_channels: global
2025-12-27 06:52:00,999 | INFO |   - remove_channel: global
2025-12-27 06:52:01,001 | INFO |   - ask: global
2025-12-27 06:52:01,004 | INFO |   - User Info: global
2025-12-27 06:52:01,004 | INFO | 🔁 Slash commands synced.
2026-01-10 10:53:26,937 | INFO | 📦 Loaded cog: general
2026-01-10 10:53:27,026 | INFO | 📦 Loaded cog: client
2026-01-10 10:53:27,036 | INFO | 📦 Loaded cog: moderation
2026-01-10 10:53:27,639 | INFO | 📦 Loaded cog: owner
2026-01-10 10:53:27,651 | INFO | 📦 Loaded cog: admin
2026-01-10 10:53:27,668 | INFO | 📦 Loaded cog: utility
2026-01-10 10:53:53,133 | INFO | 📦 Loaded cog: ai
2026-01-10 10:53:55,960 | INFO | DiscordHandler attached
2026-01-10 10:53:55,979 | INFO | Dashboard scheduled on 0.0.0.0:8080
2026-01-10 10:53:59,574 | INFO | ✅ Logged in as Fumi#6059 (ID: 1320377919817781248)
2026-01-10 10:54:00,355 | INFO | 🔁 Synced 11 slash commands
2026-01-10 10:54:00,356 | INFO |   - ping: global
2026-01-10 10:54:00,356 | INFO |   - say: global
2026-01-10 10:54:00,356 | INFO |   - uptime: global
2026-01-10 10:54:00,356 | INFO |   - rtclock: global
2026-01-10 10:54:00,357 | INFO |   - usr: global
2026-01-10 10:54:00,357 | INFO |   - dashboard: global
2026-01-10 10:54:00,358 | INFO |   - setup: global
2026-01-10 10:54:00,358 | INFO |   - list_channels: global
2026-01-10 10:54:00,358 | INFO |   - remove_channel: global
2026-01-10 10:54:00,359 | INFO |   - ask: global
2026-01-10 10:54:00,359 | INFO |   - User Info: global
2026-01-10 10:54:00,359 | INFO | 🔁 Slash commands synced.
2026-01-15 04:17:14,440 | INFO | 📦 Loaded cog: moderation
2026-01-15 04:17:14,458 | INFO | 📦 Loaded cog: owner
2026-01-15 04:17:14,459 | INFO | 📦 Loaded cog: client
2026-01-15 04:17:14,464 | INFO | 📦 Loaded cog: general
2026-01-15 04:17:14,466 | INFO | 📦 Loaded cog: admin
2026-01-15 04:17:14,471 | INFO | 📦 Loaded cog: utility
2026-01-15 04:17:14,889 | INFO | 📦 Loaded cog: ai
2026-01-15 04:17:14,946 | INFO | 📦 Loaded cog: payment
2026-01-15 04:17:15,611 | INFO | DiscordHandler attached
2026-01-15 04:17:15,611 | INFO | Dashboard scheduled on 0.0.0.0:8080
2026-01-15 04:17:18,210 | INFO | ✅ Logged in as บอท#8268 (ID: 1327856628921405532)
2026-01-15 04:17:18,854 | INFO | 🔁 Synced 12 slash commands
2026-01-15 04:17:18,854 | INFO |   - say: global
2026-01-15 04:17:18,855 | INFO |   - ping: global
2026-01-15 04:17:18,855 | INFO |   - uptime: global
2026-01-15 04:17:18,855 | INFO |   - rtclock: global
2026-01-15 04:17:18,856 | INFO |   - usr: global
2026-01-15 04:17:18,856 | INFO |   - dashboard: global
2026-01-15 04:17:18,856 | INFO |   - setup: global
2026-01-15 04:17:18,856 | INFO |   - list_channels: global
2026-01-15 04:17:18,857 | INFO |   - remove_channel: global
2026-01-15 04:17:18,857 | INFO |   - ask: global
2026-01-15 04:17:18,857 | INFO |   - promptpay: global
2026-01-15 04:17:18,857 | INFO |   - User Info: global
2026-01-15 04:17:18,857 | INFO | 🔁 Slash commands synced.
2026-01-15 04:28:38,976 | INFO | 📦 Loaded cog: moderation
2026-01-15 04:28:39,000 | INFO | 📦 Loaded cog: owner
2026-01-15 04:28:39,002 | INFO | 📦 Loaded cog: client
2026-01-15 04:28:39,003 | INFO | 📦 Loaded cog: general
2026-01-15 04:28:39,004 | INFO | 📦 Loaded cog: admin
2026-01-15 04:28:39,006 | INFO | 📦 Loaded cog: utility
2026-01-15 04:28:39,417 | INFO | 📦 Loaded cog: ai
2026-01-15 04:28:39,466 | INFO | 📦 Loaded cog: payment
2026-01-15 04:28:40,124 | INFO | DiscordHandler attached
2026-01-15 04:28:40,124 | INFO | Dashboard scheduled on 0.0.0.0:8080
2026-01-15 04:28:42,707 | INFO | ✅ Logged in as บอท#8268 (ID: 1327856628921405532)
2026-01-15 04:28:43,172 | INFO | 🔁 Synced 12 slash commands
2026-01-15 04:28:43,173 | INFO |   - say: global
2026-01-15 04:28:43,173 | INFO |   - ping: global
2026-01-15 04:28:43,173 | INFO |   - uptime: global
2026-01-15 04:28:43,173 | INFO |   - rtclock: global
2026-01-15 04:28:43,174 | INFO |   - usr: global
2026-01-15 04:28:43,174 | INFO |   - dashboard: global
2026-01-15 04:28:43,174 | INFO |   - setup: global
2026-01-15 04:28:43,174 | INFO |   - list_channels: global
2026-01-15 04:28:43,174 | INFO |   - remove_channel: global
2026-01-15 04:28:43,175 | INFO |   - ask: global
2026-01-15 04:28:43,175 | INFO |   - promptpay: global
2026-01-15 04:28:43,175 | INFO |   - User Info: global
2026-01-15 04:28:43,175 | INFO | 🔁 Slash commands synced.
